customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4269-B458,Male,0,No,No,48,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),95.2452360101856,4587.343768126144,No
6000-A328,Female,0,Yes,No,69,No,No,DSL,No internet service,No internet service,No,No,Yes,No,Two year,No,Mailed check,25.11893562806396,1738.8213684353766,No
1387-C297,Male,0,No,No,55,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,101.30307676133566,5591.4309476760045,Yes
7528-B385,Female,0,Yes,Yes,50,No,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.57388910724701,2251.658287821805,Yes
2137-B459,Male,0,No,Yes,36,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,87.47961216121683,3135.2244754076337,No
9346-B795,Male,1,Yes,No,16,No,No phone service,No,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,111.08077877269797,1787.1447440918978,No
9785-B128,Female,0,No,Yes,57,No,No phone service,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.40261597968162,2973.369474071548,No
2889-B282,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,68.79085483301213,1927.9181102089842,Yes
5349-A211,Female,0,Yes,No,32,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),64.79336241202026,2076.5348918832437,No
8119-B846,Male,0,Yes,Yes,59,No,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,34.089940580818244,1998.4348327772007,No
6139-B720,Female,0,No,No,54,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,77.57635705432155,4181.748097577952,No
9379-A494,Male,0,Yes,No,9,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No,One year,No,Mailed check,92.92169281135527,839.8987500599609,No
4114-B145,Male,0,No,Yes,46,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,110.39592030684383,5079.9753411052225,No
8144-A632,Female,0,No,No,22,Yes,No,DSL,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,103.75566146577604,2272.440836615728,No
9821-C836,Female,0,Yes,No,20,No,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,69.50694766266719,1383.1586422939467,No
4228-B541,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,90.51122402844945,1071.2202854565544,Yes
2146-C438,Male,0,Yes,No,32,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.72873304407622,3147.290221952208,No
6143-C968,Female,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.84561573070405,1556.7349576910583,No
3041-C407,Female,0,Yes,No,10,No,Yes,No,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,29.850469850778907,308.37922963476586,No
9308-B782,Female,1,No,Yes,16,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,62.26204176666077,1007.3349990117954,No
7691-B512,Male,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,102.91904283925727,6913.910237184038,No
5844-C230,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),78.21246124207036,3602.0158589867974,No
4143-B780,Male,1,Yes,No,24,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,91.05806688943858,2187.276436023693,No
7211-C866,Male,1,Yes,Yes,72,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,36.86943622633505,2659.5508717060898,No
3851-C682,Male,0,Yes,Yes,20,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,115.16594570520607,2308.1744742764204,No
5930-B661,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),58.860093214077594,631.2958893495666,Yes
1006-B393,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.94037003313176,3040.7420550682846,Yes
4443-B904,Male,0,No,Yes,41,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,20.14666158635583,806.7037352209696,No
6279-B552,Male,1,No,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,31.04558585665678,508.21699767029395,No
8244-C318,Male,0,No,No,47,Yes,No,No,No,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),96.84444412343436,4552.252743584732,No
9375-B912,Female,0,Yes,No,27,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),115.53092927478559,3108.440118497663,No
3780-C186,Male,0,No,No,40,No,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),50.41556318307556,2021.9362716237415,No
5649-C779,Male,0,No,No,46,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,21.986663861597115,1010.2051515844503,No
6491-A938,Female,0,No,No,17,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.51709349900382,919.9652095216568,Yes
4848-C417,Male,0,No,No,70,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.005547093039763,1386.5735198749733,Yes
4680-A250,Male,0,No,Yes,12,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,One year,Yes,Electronic check,37.58349577237814,436.34687797829844,No
1400-A350,Male,0,Yes,No,12,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,93.87343751290071,1120.3721371603165,Yes
8784-C970,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,112.42738400970286,3368.9516391139973,No
2193-B524,Male,0,No,Yes,1,No,No phone service,No,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Mailed check,27.038632979073107,14.93320765068509,No
4185-C813,Female,0,No,No,15,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),74.31902827045619,1115.1702255333125,No
7291-B509,Female,0,No,Yes,8,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),43.765025035465214,339.4388382630765,Yes
4997-A771,Female,0,Yes,Yes,72,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.22544214228992,2323.8340414466334,No
1090-A897,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.257513104101534,1501.8417780644734,No
7965-A280,Male,0,No,Yes,53,No,Yes,No,No internet service,Yes,No internet service,No,No,No,One year,No,Mailed check,76.3151882835196,4047.5987221885,No
9486-B151,Male,0,Yes,No,55,No,No,No,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,24.796017395118085,1362.8426088216902,No
5082-A567,Female,0,Yes,No,44,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.88896891492596,2717.7656618785313,No
3184-B783,Male,0,No,No,33,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),31.84039902099397,1065.1941538785534,No
9702-C709,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),45.65404376564539,363.29719294990576,Yes
6198-B727,Female,0,Yes,No,7,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),37.420810139198025,286.84790874218345,No
9270-B950,Male,1,No,No,6,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,106.98903773300516,630.1038679489097,No
9976-B262,Female,0,Yes,No,35,No,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),89.4051387525646,3132.078929166382,No
8777-B365,Female,0,Yes,No,17,No,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,105.53048918422078,1808.145552231441,No
5050-C383,Female,0,No,No,2,No,No phone service,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),56.78801487204309,106.67466642491011,Yes
9540-B741,Male,0,Yes,No,27,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),49.748043167793845,1340.8359220306788,Yes
4919-B550,Male,0,Yes,Yes,69,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,56.499013087225585,3904.6933680968295,No
2269-C392,Male,0,No,No,43,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),20.11409367030295,868.7849302870047,No
4841-B443,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),91.08277965243009,1827.2525836908114,No
6238-C182,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.402131917955366,1453.4601465308774,Yes
3267-A336,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),49.73904225946757,2632.701698610256,No
7275-C256,Male,1,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Mailed check,78.36317706973855,4167.618643677491,No
4505-A524,Female,0,Yes,No,64,No,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,One year,No,Mailed check,62.09311612683655,3956.7592826235455,No
7678-B655,Male,1,No,Yes,20,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),116.8247585065018,,No
8633-B163,Female,0,Yes,No,12,No,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,54.053430811329534,660.1132266117176,Yes
4388-B498,Male,0,No,No,56,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),79.94653214189529,4469.261096185595,No
1320-C489,Male,1,No,Yes,48,No,No phone service,No,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,49.57093561127,2364.898547581191,No
8814-A460,Male,0,No,No,53,No,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.80479551117101,6241.332488046466,Yes
5892-B973,Female,0,No,Yes,9,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,62.98365898937288,570.8909622126484,No
7865-C865,Female,0,Yes,Yes,52,No,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.9799454921137,4259.606175473008,Yes
9947-C325,Female,0,No,No,43,No,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),30.985527930744045,1337.3971229015658,No
8999-A379,Female,1,No,No,46,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.91893359379763,4247.648382947388,No
8140-B129,Male,0,Yes,Yes,52,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,45.305610816500014,2342.2446430643276,Yes
7371-B784,Female,0,No,No,45,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.33563190938202,2830.5623848903333,No
7624-C269,Male,0,Yes,No,12,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,107.00487276390952,1283.365496631752,Yes
8657-A737,Male,0,No,No,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.79052774595269,4161.657313091221,Yes
9751-A503,Female,0,No,Yes,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,60.91949623495588,1396.3452642199286,No
1444-A758,Female,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.14766812942723,114.81679962433611,Yes
8022-A987,Female,0,Yes,No,13,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),23.611573952261004,305.74429813111834,No
8564-A151,Female,0,No,No,9,No,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,103.43118999392138,930.5907557373455,No
5262-B435,Female,0,No,No,34,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,81.5157873763413,2767.168795353176,Yes
4467-B434,Female,1,No,No,24,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,67.364969923356,,Yes
6529-B384,Female,0,Yes,No,2,No,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,107.6913523662934,218.0677193573404,Yes
7906-B954,Female,0,Yes,Yes,16,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),103.20639086189459,1679.1481357821292,No
2341-B119,Male,0,No,No,11,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,48.092982143333984,531.8193784127948,Yes
9837-A458,Female,0,Yes,Yes,53,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,97.79458242564813,5194.739820246246,No
4673-C170,Female,0,No,No,23,No,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),28.248838833068447,651.5872890120207,Yes
1659-A353,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,100.9377755144707,2805.9798211020466,No
4266-A736,Female,0,No,No,42,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),86.13328961133668,3611.927445338988,Yes
3496-A229,Male,0,No,Yes,24,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),27.080566258660244,652.7226973879347,No
8758-C217,Male,0,No,No,59,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,86.89955743415061,5134.308034052719,No
4571-B816,Female,1,No,Yes,64,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,76.5921873059752,4904.0022734981985,No
5198-B271,Male,0,No,Yes,27,No,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,78.00228516507701,2115.2652134547984,No
2876-A418,Male,0,Yes,Yes,15,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,47.4818254805347,697.6275342262286,No
2771-C126,Male,1,Yes,Yes,46,No,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,45.032968601290946,2072.004480415555,No
6111-C793,Male,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,94.88477876142902,5421.712019748309,Yes
7149-B832,Female,0,Yes,Yes,26,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,44.05975484223253,1135.8380259252863,No
4249-A706,Male,1,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),63.09935630689481,3292.3724422813634,No
4978-A813,Female,0,Yes,Yes,41,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),88.07629435917787,3621.817143319143,No
5941-C714,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,26.251433258407495,1510.212882462415,Yes
2983-C901,Male,0,No,No,46,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Electronic check,78.00211245247155,3591.4759584247895,No
1672-B645,Male,0,No,No,33,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,77.48232545113578,2558.504879804165,No
8018-C479,Male,0,No,No,36,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,87.01498544424656,3130.775849062252,No
2129-C763,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,55.42777357821869,261.8699756688563,Yes
6590-A969,Female,1,Yes,Yes,6,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,63.37246729341589,377.60420639914867,No
7882-B208,Male,0,Yes,Yes,24,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,51.411916051441715,1232.3230265611874,No
8102-B750,Male,0,No,Yes,32,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),99.47090884247197,3166.0860701013044,Yes
8532-C256,Female,0,No,No,54,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),31.376381383631312,1681.2730783457412,No
8135-A851,Male,0,Yes,Yes,57,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),115.02687233432066,6547.261769121777,No
9548-C376,Male,0,No,Yes,6,No,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,82.05103367591136,481.82338640298343,Yes
9817-B576,Male,0,No,Yes,56,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),107.38412580141367,6016.773748589727,No
8136-C706,Female,0,No,Yes,11,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),61.08626155560881,,No
5397-B972,Female,0,No,Yes,15,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),51.64404657439567,771.5552671479061,Yes
5022-A385,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,108.77294391746034,4576.126540208424,No
8385-A868,Male,0,No,Yes,6,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.18673940206843,178.64532101725686,Yes
8613-C724,Male,0,No,No,50,No,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),30.01927676628042,1500.1109088835742,No
7209-B129,Female,0,Yes,No,72,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),48.334351036710075,3484.1537120750872,No
9098-B286,Female,1,Yes,No,31,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.70738566751501,3553.695504111257,No
8988-A463,Female,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),81.87339529144326,561.885469498151,No
5232-B386,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,73.94646650984751,5242.731527683725,No
5526-C110,Male,0,No,Yes,44,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),89.13831180371977,3925.347200970249,No
9464-A187,Female,0,No,Yes,58,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,60.2061928858557,3490.745891983447,No
4954-C516,Male,0,Yes,Yes,3,No,Yes,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.43638689279032,290.68089080946936,Yes
9004-C876,Female,0,No,No,66,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,57.7696851462742,3793.929348916271,Yes
4937-C587,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),101.29950007807469,2819.9202865291104,No
9041-B911,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.113155748688705,1247.886112429719,No
1282-A401,Female,0,No,No,27,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,46.14343925945144,1247.5393918162276,No
4630-B808,Female,0,Yes,No,43,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.74952219538689,3028.448423418246,No
4986-B779,Female,0,Yes,No,3,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.54149641535438,187.8257808958325,Yes
7046-B666,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,83.38564235061189,674.6152380155365,Yes
9698-B535,Female,0,Yes,Yes,4,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.861220844694685,234.60738111297258,No
6419-B819,Male,1,No,No,55,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,41.42034023157187,2292.1777882528554,No
8434-B413,Male,0,No,No,49,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),65.46576056973156,3200.868071373508,No
5118-A223,Male,0,No,Yes,14,No,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),74.6261281994632,1028.0694148623027,No
4155-B222,Male,0,No,Yes,31,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.58130540988389,1003.7010477232998,No
9779-C289,Female,1,No,No,27,No,No phone service,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),74.20022188618312,2013.1743483963057,No
4138-A856,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.335298877413635,1053.1443757372892,Yes
8933-B841,Male,0,No,No,16,Yes,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,57.69141442928505,922.8194249681735,No
9595-C389,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,46.32147197085976,2681.0737668658544,Yes
2647-A403,Female,0,Yes,Yes,70,No,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),111.85673794320252,7845.783683673373,No
4727-B283,Female,0,No,Yes,56,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),86.9252962686615,4857.671983396852,No
5952-A825,Female,1,No,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),44.627261295768676,1116.34918779153,No
9751-A380,Female,1,No,No,24,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.07564912247099,2004.897964550303,No
1745-A666,Male,0,No,No,9,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,103.53152716299564,950.1992392309145,No
5786-C229,Male,0,No,Yes,44,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.61383593744325,2572.0607602321165,Yes
9042-A993,Female,1,Yes,No,10,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,101.66072967019632,1026.2153553633468,Yes
1200-C391,Male,0,No,No,52,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),33.768701906169234,1749.6498491855693,Yes
8690-B551,Male,0,No,No,71,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.93952716904988,7180.478027688329,Yes
6582-A152,Male,0,Yes,No,67,Yes,No phone service,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),72.54957138857282,4878.115953551671,No
5136-B216,Female,0,Yes,No,27,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,40.6589360450032,1088.8953242297093,No
2070-B603,Female,0,No,Yes,64,No,No,DSL,No,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,59.1677091478691,3793.2680205524725,No
2213-C744,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),117.54329574088499,5653.211060840197,Yes
1878-A252,Female,1,No,No,46,No,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,96.99737967256382,4458.936791061705,Yes
5978-A354,Female,1,Yes,No,51,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,76.04617931920409,3883.83228968134,No
2940-C882,Female,0,Yes,No,53,No,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,29.823973146404818,1586.670749365889,No
7818-C710,Female,0,No,Yes,59,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),60.24006408160077,3574.260282172343,No
4697-C489,Female,1,Yes,Yes,56,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.6866771581997,2482.743903667184,No
8381-B404,Male,0,Yes,Yes,46,No,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),25.38560849029172,1167.1788555328706,No
8025-B682,Female,0,Yes,No,30,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,72.74154106629115,2169.7436979695312,No
1986-C857,Male,1,Yes,No,45,No,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,107.61316283400805,4842.730308307697,No
2625-A740,Male,1,Yes,Yes,25,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,86.14778675149957,2145.8660887616684,No
4457-B776,Female,0,Yes,Yes,4,No,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.34287899204138,170.82234377449961,Yes
