SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-1.6721131049625253,-1.6828020914673332,-1.3625046394435472,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
0,-1.2881826520694595,1.1718516564397223,-0.8120565098147613,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True
0,0.9674087586773029,1.6043521812455004,2.253625558289793,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False
0,1.6392870512401683,-1.4752543775977702,-0.35990679041449647,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False
0,0.4395043859493373,0.6927313557509932,0.8771306200661784,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1,-1.0482261190112931,1.0536541760056,-0.5626161764112304,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1,0.19954785289117108,-1.016217554741826,-0.4813746687573608,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,-1.0482261190112931,-1.3071847172936644,-1.1300361748258598,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,-0.08839998677862837,-0.17117052849560294,-0.14494361793956068,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
0,-0.5203217462833275,-1.1943980861685013,-0.8910245892250969,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False
0,-1.4321565719043592,-0.09729441640325628,-1.1302940680381637,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True
0,0.15155654627953782,-0.5781344142768711,-0.23442342365200194,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
1,1.2073652917354691,0.8851960310701159,1.8568089963479677,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.5203217462833275,0.0805135227352443,-0.3532919057876985,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.9042521991763934,0.9451148114339792,-0.4249713598593175,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
0,0.5354869991726038,1.254474171495903,1.416173750762769,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True
0,1.4953131314052686,-0.016500215667625003,1.1807429506158975,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
0,0.2475391595028043,-1.326700911776185,-0.6748313356510272,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0,1.0154000652889361,0.45266743665841647,1.2381946898016747,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False
0,-0.8562608925647602,-0.6808438184993867,-0.8632388814380518,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
0,-0.3283565198367946,1.1393851321830033,0.30884258108367413,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
1,-0.9042521991763934,-1.4380527648532222,-1.1196908056252481,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,0.4395043859493373,-1.6137837556165344,-0.8229611427637118,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False
0,-0.9042521991763934,1.3122826530948388,-0.3159733388367857,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,-1.3361739586810926,-0.19575271839318392,-1.0670598193646605,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False
0,1.2553565983471024,-0.5257154990044084,0.4847456245388917,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0,1.1113826785122027,0.8199960025689061,1.693628181139184,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1.0154000652889361,-1.4662711061545708,-0.5451389636711543,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0.4395043859493373,0.32371542983067964,0.6112852420375177,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
0,0.4395043859493373,0.640583653603389,0.8433405964048731,False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
0,0.2475391595028043,-1.3197505184238687,-0.6767457667807156,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
0,0.9194174520656697,-0.12984732728733828,0.6414854250540849,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.5203217462833275,1.0339815967497032,0.04504770658630752,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,-1.4801478785159923,0.7055288473087213,-1.0972860534792324,True,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.19954785289117108,-1.5935475310967984,-0.8724286545473361,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False
0,0.5354869991726038,0.9201319307792993,1.1646250163917062,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0,0.8714261454540364,-1.266049287068449,-0.40441750940161664,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,1.6872783578518016,0.17461202889378033,1.5548923836975537,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
0,-0.6642956661182272,-0.6758481529263074,-0.7547010566832382,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,-1.1922000388461929,1.400004704502428,-0.658694472153887,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,False
0,-0.42433913306006105,1.1737864558678455,0.21241743947185535,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-0.8562608925647602,-0.6819194534009982,-0.8698907726589686,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
0,-0.4723304396716943,1.6217868342945692,0.34289325259223613,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,-0.5683130528949608,-0.8306758775178487,-0.763983719784771,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False
0,-0.8082695859531269,0.9094908916525765,-0.3329994110766015,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
0,0.9194174520656697,1.357026630715582,1.9676903939760388,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-0.7122869727298605,1.6856321344729253,0.05178237970517311,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.1363912933902616,-1.3839653115112447,-0.842665016367206,True,False,True,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
1,-0.1363912933902616,1.343830987591264,0.6446666397709421,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1,0.007582626444638112,-0.41308993465700916,-0.2115400010452055,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False
0,-0.7602782793414937,0.39804833231508147,-0.4498349743779003,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
0,1.3513392115703688,0.04483196735686885,1.1452007738711987,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1,-1.4801478785159923,1.326334270391078,-1.0341590110648278,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True
0,1.6872783578518016,0.6374573490413465,2.0889861295180827,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
0,-0.7602782793414937,-0.34729515565226515,-0.7103320928912267,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
0,-0.8082695859531269,-1.1994502287049427,-0.9943834991676445,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False
0,-0.7602782793414937,-0.8940469521235039,-0.8933511743179994,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.4395043859493373,-0.4334257436438775,0.04790886760482315,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False
0,0.583478305784237,-0.14216320369146795,0.36850340732531456,True,True,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False
0,1.591295744628535,-0.5482490589680317,0.6649809592181808,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-1.1922000388461929,0.23920852431364037,-0.8757175451297677,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
1,1.0633913719005694,0.2719539494527367,1.115281387122674,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True
1,1.6392870512401683,-1.178944499151602,-0.030017233386363983,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
1,1.6392870512401683,-0.599387953898172,0.6481041760444074,True,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False
0,-1.2401913454578262,-0.7108012449287395,-1.0887693888003422,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0,-1.1922000388461929,0.9061811107624357,-0.7420001001466071,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False
0,1.0154000652889361,-0.9948465049252052,-0.09483652751130996,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,0.19954785289117108,-0.16778454364848838,0.07057955031308209,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1.2073652917354691,-0.6772424627292296,0.30590696235685,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
1,0.48749569256097053,-1.5008359111039038,-0.7272911660394836,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
0,-0.04040868016699513,0.6354586099602433,0.35530378337779467,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True
0,1.0633913719005694,0.6314661100130923,1.468537925855441,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False
0,-0.5683130528949608,1.4643389694919993,0.15261485371373557,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False
1,-0.8082695859531269,-1.3923478613146842,-1.0620796119187892,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,-0.3283565198367946,-0.8927171364351986,-0.6735390412608702,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,-1.0962174256229265,1.0342999829463544,-0.6143732569362421,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0,-0.3283565198367946,0.857642800226718,0.17817855951110878,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
0,1.3033479049587355,0.6759894090722853,1.7483652877792797,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True
0,-0.23237390661352808,0.004726737743257406,-0.1543969437602301,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True
0,-1.1922000388461929,-0.5164872928029182,-1.024247236540355,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False
0,1.5433044380169019,-0.4200479167604929,0.7853200377236088,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False
0,0.007582626444638112,-0.9818196025962872,-0.5497902486846157,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False
0,-0.3763478264484278,-1.7149263133289374,-1.0798568403602105,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-0.8562608925647602,1.486796372357387,-0.2108460002681324,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1,-0.1363912933902616,-1.3262613331356374,-0.8181141601607183,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False
0,-0.9042521991763934,0.7338801680040942,-0.20262906337070596,True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.77544353223077,-0.9713396225004554,-0.19036746591865897,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False
0,-1.3841652652927259,1.3936694266108716,-0.9105383330301406,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
0,0.48749569256097053,-0.2671871013764159,0.21212456551449135,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-1.1442087322345595,0.8754208198474049,-0.7062617285151925,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
0,1.3993305181820022,-0.19057926530078342,0.9258040374773129,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1,1.6872783578518016,-1.0990086344801544,0.09347433161701287,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False
0,1.0154000652889361,-0.9170449382705513,-0.025370826351321384,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False
0,1.2553565983471024,0.2987212254443556,1.308971302861047,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0.9194174520656697,0.4995699946190105,1.1964987231329918,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,1.4473218247936352,0.1351193525756216,1.326188442686292,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1,0.29553046611443756,-0.04513149325810459,0.21406388655717665,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,-1.4801478785159923,-1.366957407928993,-1.2898308963960357,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
0,0.6314696123958702,0.08681655462404624,0.5879023252501648,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
1,1.4953131314052686,0.08386485768197259,1.302639813975993,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
0,-1.7201044115741586,0.26601589339124404,-1.3281933553693699,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False
1,0.9674087586773029,0.5866982285748508,1.3298834773620392,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False
1,1.1113826785122027,-0.6397928980422626,0.2808956688293774,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
0,0.7274522256191367,0.2861930837851931,0.8390792800538175,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
0,-0.8082695859531269,1.0138154260428431,-0.29160772533813645,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,-1.4801478785159923,1.3595902169246488,-1.0300927228228973,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,1.0154000652889361,-0.669619406021165,0.20184833064280316,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1.3513392115703688,-0.5614976471092531,0.5111575483815792,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,-0.9042521991763934,-0.7871923992862392,-0.9319521165772136,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False
0,-1.6721131049625253,-0.5080642103306808,-1.3209393966069292,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0,0.8714261454540364,0.20891946965083835,0.9086544146725454,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False
0,1.0633913719005694,-0.29064998392845576,0.6017195965571803,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,1.3993305181820022,0.42108413706811004,1.5807064073178743,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0,0.9194174520656697,0.942424701255535,1.5920731921108497,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False
0,0.8234348388424032,0.732185625317051,1.3106570758324947,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
0,-1.2881826520694595,0.2686865220262496,-0.9609203632599076,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
0,-1.7680957181857917,-0.32708011777333645,-1.3842672570730095,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False
0,1.4473218247936352,1.3402791289488358,2.61370096232515,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False
0,0.2475391595028043,-1.524463657515707,-0.8166030356052565,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
0,-0.5683130528949608,-1.1152486088267632,-0.8908497627770287,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,-1.3841652652927259,-0.5766819657325623,-1.1505247406627241,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
0,-0.6642956661182272,1.1056162552322393,-0.09554180350030118,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False
0,0.9194174520656697,-0.22224659896098847,0.5464745194336308,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False
0,-0.6642956661182272,0.7055965130081469,-0.254617502314643,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False
0,0.29553046611443756,0.9776041887326816,0.9318411396561472,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
0,1.6392870512401683,-1.135747026131506,0.028667362989717268,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False
0,0.9194174520656697,0.8311324578567786,1.4907407808455624,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
0,0.2475391595028043,1.1539717017036182,0.9969901958450438,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False
0,-0.7122869727298605,1.5886969565592153,0.017518522270659035,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0.77544353223077,-0.570198440809819,0.14425293635383885,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
0,-0.5683130528949608,0.24492549958345167,-0.3376288219336003,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0.77544353223077,1.0083104016768099,1.502115987733126,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False
0,1.2073652917354691,-0.4147374925893516,0.5752540956805051,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
1,-0.28036521322516134,-0.363714355499578,-0.3834131587192795,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
0,1.0154000652889361,1.6425254681125832,2.3611867452536472,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
0,0.7274522256191367,-0.8353112120239414,-0.09245737615389345,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,-0.42433913306006105,-0.6052368917464488,-0.5918128345362512,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
0,-1.0962174256229265,-1.2681046323143264,-1.124190815058015,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
0,0.15155654627953782,0.596984545923759,0.5229743272708379,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,-1.2881826520694595,-1.6304879482696812,-1.2675737355607228,True,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False
0,-1.6721131049625253,-0.5862662442543402,-1.3354506645264275,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
0,0.8714261454540364,-1.5166119874747563,-0.6270231587103816,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
0,0.4395043859493373,-0.5655110763019632,-0.05639892997890725,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
0,-0.04040868016699513,1.4961454679265522,0.8618979741560454,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False
0,-0.08839998677862837,-0.6143939056647154,-0.4013241972389842,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,-1.2881826520694595,0.020209014122453076,-0.9947820904906349,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,-1.0962174256229265,-1.1408951157883698,-1.0996128934879588,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.42433913306006105,1.1710146295761275,0.21860639594372533,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
1,-0.42433913306006105,0.25545131220234923,-0.1988476925635221,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0,0.055573933056271355,1.609759704317761,-0.20262906337070596,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0,-0.8082695859531269,-1.5525807009192165,-1.114124028351142,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
0,-1.624121798350892,-0.24563518622543298,-1.27990453522746,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0,-0.6642956661182272,-0.26714933764591176,-0.6084078850789477,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0,1.4953131314052686,0.11830887269035277,1.3420934263119253,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
1,-1.0482261190112931,-1.644015657299044,-1.2116527065926297,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True
0,0.8714261454540364,1.1296645118114952,1.7225317666165876,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0,-0.04040868016699513,-0.13615670593324056,-0.09311169442159536,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
0,0.9674087586773029,-0.17722492158056768,0.6313971913674226,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0,1.1113826785122027,0.15674733372158856,1.0581463318460511,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
0,-0.4723304396716943,0.7987863721758706,-0.009318731925461373,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
0,-1.3361739586810926,-1.4094723753975238,-1.2435006099792472,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False
1,-1.5281391851276256,0.6864099896254626,-1.1362917385123086,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
0,-0.08839998677862837,0.7181308049431571,0.3560278212910203,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
1,-1.3361739586810926,-0.47671695192732594,-1.114640595645635,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
0,1.2073652917354691,0.5428715071866709,1.5209160588070265,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False
0,-0.08839998677862837,0.46944414712754895,0.20763387119428914,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True
